keywords,year,id,_title,_authors,_abstract,_origin_path,_display_path_to_pdf,_path_to_pdf
None,2021,0000,Distance Polymatrix Coordination Games,"Alessandro Aloisio, Michele Flammini, Bojana Kodric, Cosimo Vinci",abstract comes here,https://www.ijcai.org/proceedings/2021/0001.pdf,data/fulltext/pdf/2021/0000.pdf,../vikus-viewer/data/fulltext/pdf/2021/0000.pdf
None,2021,0001,Diversity in Kemeny Rank Aggregation: A Parameterized Approach,"Emmanuel Arrighi, Henning Fernau, Daniel Lokshtanov, Mateus de Oliveira Oliveira, Petra Wolf",abstract comes here,https://www.ijcai.org/proceedings/2021/0002.pdf,data/fulltext/pdf/2021/0001.pdf,../vikus-viewer/data/fulltext/pdf/2021/0001.pdf
None,2021,0002,School Choice with Flexible Diversity Goals and Specialized Seats,"Haris Aziz, Zhaohong Sun",abstract comes here,https://www.ijcai.org/proceedings/2021/0003.pdf,data/fulltext/pdf/2021/0002.pdf,../vikus-viewer/data/fulltext/pdf/2021/0002.pdf
None,2021,0003,PROPm Allocations of Indivisible Goods to Multiple Agents,"Artem Baklanov, Pranav Garimidi, Vasilis Gkatzelis, Daniel Schoepflin",abstract comes here,https://www.ijcai.org/proceedings/2021/0004.pdf,data/fulltext/pdf/2021/0003.pdf,../vikus-viewer/data/fulltext/pdf/2021/0003.pdf
None,2021,0004,Learning Within an Instance for Designing High-Revenue Combinatorial Auctions,"Maria-Florina Balcan, Siddharth Prasad, Tuomas Sandholm",abstract comes here,https://www.ijcai.org/proceedings/2021/0005.pdf,data/fulltext/pdf/2021/0004.pdf,../vikus-viewer/data/fulltext/pdf/2021/0004.pdf
None,2021,0005,Combining Fairness and Optimality when Selecting and Allocating Projects,"Khaled Belahcène, Vincent Mousseau, Anaëlle Wilczynski",abstract comes here,https://www.ijcai.org/proceedings/2021/0006.pdf,data/fulltext/pdf/2021/0005.pdf,../vikus-viewer/data/fulltext/pdf/2021/0005.pdf
None,2021,0006,Two Influence Maximization Games on Graphs Made Temporal,"Niclas Boehmer, Vincent Froese, Julia Henkel, Yvonne Lasars, Rolf Niedermeier, Malte Renken",abstract comes here,https://www.ijcai.org/proceedings/2021/0007.pdf,data/fulltext/pdf/2021/0006.pdf,../vikus-viewer/data/fulltext/pdf/2021/0006.pdf
None,2021,0007,Winner Robustness via Swap- and Shift-Bribery: Parameterized Counting Complexity and Experiments,"Niclas Boehmer, Robert Bredereck, Piotr Faliszewski, Rolf Niedermeier",abstract comes here,https://www.ijcai.org/proceedings/2021/0008.pdf,data/fulltext/pdf/2021/0007.pdf,../vikus-viewer/data/fulltext/pdf/2021/0007.pdf
None,2021,0008,Putting a Compass on the Map of Elections,"Niclas Boehmer, Robert Bredereck, Piotr Faliszewski, Rolf Niedermeier, Stanisław Szufa",abstract comes here,https://www.ijcai.org/proceedings/2021/0009.pdf,data/fulltext/pdf/2021/0008.pdf,../vikus-viewer/data/fulltext/pdf/2021/0008.pdf
None,2021,0009,Loyalty in Cardinal Hedonic Games,"Martin Bullinger, Stefan Kober",abstract comes here,https://www.ijcai.org/proceedings/2021/0010.pdf,data/fulltext/pdf/2021/0009.pdf,../vikus-viewer/data/fulltext/pdf/2021/0009.pdf
None,2021,0010,Approximating the Shapley Value Using Stratified Empirical Bernstein Sampling,"Mark A. Burgess, Archie C. Chapman",abstract comes here,https://www.ijcai.org/proceedings/2021/0011.pdf,data/fulltext/pdf/2021/0010.pdf,../vikus-viewer/data/fulltext/pdf/2021/0010.pdf
None,2021,0011,Picking Sequences and Monotonicity in Weighted Fair Division,"Mithun Chakraborty, Ulrike Schmidt-Kraepelin, Warut Suksompong",abstract comes here,https://www.ijcai.org/proceedings/2021/0012.pdf,data/fulltext/pdf/2021/0011.pdf,../vikus-viewer/data/fulltext/pdf/2021/0011.pdf
None,2021,0012,Fractional Matchings under Preferences: Stability and Optimality,"Jiehua Chen, Sanjukta Roy, Manuel Sorge",abstract comes here,https://www.ijcai.org/proceedings/2021/0013.pdf,data/fulltext/pdf/2021/0012.pdf,../vikus-viewer/data/fulltext/pdf/2021/0012.pdf
None,2021,0013,Temporal Induced Self-Play for Stochastic Bayesian Games,"Weizhe Chen, Zihan Zhou, Yi Wu, Fei Fang",abstract comes here,https://www.ijcai.org/proceedings/2021/0014.pdf,data/fulltext/pdf/2021/0013.pdf,../vikus-viewer/data/fulltext/pdf/2021/0013.pdf
None,2021,0014,Cooperation in Threshold Public Projects with Binary Actions,"Yiling Chen, Biaoshuai Tao, Fang-Yi Yu",abstract comes here,https://www.ijcai.org/proceedings/2021/0015.pdf,data/fulltext/pdf/2021/0014.pdf,../vikus-viewer/data/fulltext/pdf/2021/0014.pdf
None,2021,0015,Learning in Markets: Greed Leads to Chaos but Following the Price is Right,"Yun Kuen Cheung, Stefanos Leonardos, Georgios Piliouras",abstract comes here,https://www.ijcai.org/proceedings/2021/0016.pdf,data/fulltext/pdf/2021/0015.pdf,../vikus-viewer/data/fulltext/pdf/2021/0015.pdf
None,2021,0016,Identifying Norms from Observation Using MCMC Sampling,"Stephen Cranefield, Ashish Dhiman",abstract comes here,https://www.ijcai.org/proceedings/2021/0017.pdf,data/fulltext/pdf/2021/0016.pdf,../vikus-viewer/data/fulltext/pdf/2021/0016.pdf
None,2021,0017,Improving Multi-agent Coordination by Learning to Estimate Contention,"Panayiotis Danassis, Florian Wiedemair, Boi Faltings",abstract comes here,https://www.ijcai.org/proceedings/2021/0018.pdf,data/fulltext/pdf/2021/0017.pdf,../vikus-viewer/data/fulltext/pdf/2021/0017.pdf
None,2021,0018,Multi-Agent Intention Progression with Black-Box Agents,"Michael Dann, Yuan Yao, Brian Logan, John Thangarajah",abstract comes here,https://www.ijcai.org/proceedings/2021/0019.pdf,data/fulltext/pdf/2021/0018.pdf,../vikus-viewer/data/fulltext/pdf/2021/0018.pdf
None,2021,0019,The Parameterized Complexity of Connected Fair Division,"Argyrios Deligkas, Eduard Eiben, Robert Ganian, Thekla Hamm, Sebastian Ordyniak",abstract comes here,https://www.ijcai.org/proceedings/2021/0020.pdf,data/fulltext/pdf/2021/0019.pdf,../vikus-viewer/data/fulltext/pdf/2021/0019.pdf
None,2021,0020,Neural Regret-Matching for Distributed Constraint Optimization Problems,"Yanchen Deng, Runsheng Yu, Xinrun Wang, Bo An",abstract comes here,https://www.ijcai.org/proceedings/2021/0021.pdf,data/fulltext/pdf/2021/0020.pdf,../vikus-viewer/data/fulltext/pdf/2021/0020.pdf
None,2021,0021,Online Selection of Diverse Committees,"Virginie Do, Jamal Atif, Jérôme Lang, Nicolas Usunier",abstract comes here,https://www.ijcai.org/proceedings/2021/0022.pdf,data/fulltext/pdf/2021/0021.pdf,../vikus-viewer/data/fulltext/pdf/2021/0021.pdf
None,2021,0022,Graphical Cake Cutting via Maximin Share,"Edith Elkind, Erel Segal-Halevi, Warut Suksompong",abstract comes here,https://www.ijcai.org/proceedings/2021/0023.pdf,data/fulltext/pdf/2021/0022.pdf,../vikus-viewer/data/fulltext/pdf/2021/0022.pdf
None,2021,0023,Keep Your Distance: Land Division With Separation,"Edith Elkind, Erel Segal-Halevi, Warut Suksompong",abstract comes here,https://www.ijcai.org/proceedings/2021/0024.pdf,data/fulltext/pdf/2021/0023.pdf,../vikus-viewer/data/fulltext/pdf/2021/0023.pdf
None,2021,0024,On a Competitive Secretary Problem with Deferred Selections,"Tomer Ezra, Michal Feldman, Ron Kupfer",abstract comes here,https://www.ijcai.org/proceedings/2021/0025.pdf,data/fulltext/pdf/2021/0024.pdf,../vikus-viewer/data/fulltext/pdf/2021/0024.pdf
None,2021,0025,Relaxed Core Stability in Fractional Hedonic Games,"Angelo Fanelli, Gianpiero Monaco, Luca Moscardelli",abstract comes here,https://www.ijcai.org/proceedings/2021/0026.pdf,data/fulltext/pdf/2021/0025.pdf,../vikus-viewer/data/fulltext/pdf/2021/0025.pdf
None,2021,0026,Reasoning over Argument-Incomplete AAFs in the Presence of Correlations,"Bettina Fazzinga, Sergio Flesca, Filippo Furfaro",abstract comes here,https://www.ijcai.org/proceedings/2021/0027.pdf,data/fulltext/pdf/2021/0026.pdf,../vikus-viewer/data/fulltext/pdf/2021/0026.pdf
None,2021,0027,Kemeny Consensus Complexity,"Zack Fitzsimmons, Edith Hemaspaandra",abstract comes here,https://www.ijcai.org/proceedings/2021/0028.pdf,data/fulltext/pdf/2021/0027.pdf,../vikus-viewer/data/fulltext/pdf/2021/0027.pdf
None,2021,0028,Two-Sided Matching Meets Fair Division,"Rupert Freeman, Evi Micha, Nisarg Shah",abstract comes here,https://www.ijcai.org/proceedings/2021/0029.pdf,data/fulltext/pdf/2021/0028.pdf,../vikus-viewer/data/fulltext/pdf/2021/0028.pdf
None,2021,0029,Worst-case Bounds on Power vs. Proportion in Weighted Voting Games with Application to False-name Manipulation,"Yotam Gafni, Ron Lavi, Moshe Tennenholtz",abstract comes here,https://www.ijcai.org/proceedings/2021/0030.pdf,data/fulltext/pdf/2021/0029.pdf,../vikus-viewer/data/fulltext/pdf/2021/0029.pdf
None,2021,0030,Even More Effort Towards Improved Bounds and Fixed-Parameter Tractability for Multiwinner Rules,"Sushmita Gupta, Pallavi Jain, Saket Saurabh, Nimrod Talmon",abstract comes here,https://www.ijcai.org/proceedings/2021/0031.pdf,data/fulltext/pdf/2021/0030.pdf,../vikus-viewer/data/fulltext/pdf/2021/0030.pdf
None,2021,0031,Fair and Efficient Resource Allocation with Partial Information,"Daniel Halpern, Nisarg Shah",abstract comes here,https://www.ijcai.org/proceedings/2021/0032.pdf,data/fulltext/pdf/2021/0031.pdf,../vikus-viewer/data/fulltext/pdf/2021/0031.pdf
None,2021,0032,Accomplice Manipulation of the Deferred Acceptance Algorithm,"Hadi Hosseini, Fatima Umar, Rohit Vaish",abstract comes here,https://www.ijcai.org/proceedings/2021/0033.pdf,data/fulltext/pdf/2021/0032.pdf,../vikus-viewer/data/fulltext/pdf/2021/0032.pdf
None,2021,0033,Guaranteeing Maximin Shares: Some Agents Left Behind,"Hadi Hosseini, Andrew Searns",abstract comes here,https://www.ijcai.org/proceedings/2021/0034.pdf,data/fulltext/pdf/2021/0033.pdf,../vikus-viewer/data/fulltext/pdf/2021/0033.pdf
None,2021,0034,"Surprisingly Popular Voting Recovers Rankings, Surprisingly!","Hadi Hosseini, Debmalya Mandal, Nisarg Shah, Kevin Shi",abstract comes here,https://www.ijcai.org/proceedings/2021/0035.pdf,data/fulltext/pdf/2021/0034.pdf,../vikus-viewer/data/fulltext/pdf/2021/0034.pdf
None,2021,0035,SURPRISE! and When to Schedule It.,"Zhihuan Huang, Shengwei Xu, You Shan, Yuxuan Lu, Yuqing Kong, Tracy Xiao Liu, Grant Schoenebeck",abstract comes here,https://www.ijcai.org/proceedings/2021/0036.pdf,data/fulltext/pdf/2021/0035.pdf,../vikus-viewer/data/fulltext/pdf/2021/0035.pdf
None,2021,0036,Dynamic Proportional Rankings,"Jonas Israel, Markus Brill",abstract comes here,https://www.ijcai.org/proceedings/2021/0037.pdf,data/fulltext/pdf/2021/0036.pdf,../vikus-viewer/data/fulltext/pdf/2021/0036.pdf
None,2021,0037,"A Polynomial-time, Truthful, Individually Rational and Budget Balanced Ridesharing Mechanism","Tatsuya Iwase, Sebastian Stein, Enrico H. Gerding",abstract comes here,https://www.ijcai.org/proceedings/2021/0038.pdf,data/fulltext/pdf/2021/0037.pdf,../vikus-viewer/data/fulltext/pdf/2021/0037.pdf
None,2021,0038,Participatory Budgeting with Project Groups,"Pallavi Jain, Krzysztof Sornat, Nimrod Talmon, Meirav Zehavi",abstract comes here,https://www.ijcai.org/proceedings/2021/0039.pdf,data/fulltext/pdf/2021/0038.pdf,../vikus-viewer/data/fulltext/pdf/2021/0038.pdf
None,2021,0039,Interaction Considerations in Learning from Humans,"Pallavi Koppol, Henny Admoni, Reid Simmons",abstract comes here,https://www.ijcai.org/proceedings/2021/0040.pdf,data/fulltext/pdf/2021/0039.pdf,../vikus-viewer/data/fulltext/pdf/2021/0039.pdf
None,2021,0040,Two-Stage Facility Location Games with Strategic Clients and Facilities,"Simon Krogmann, Pascal Lenzner, Louise Molitor, Alexander Skopalik",abstract comes here,https://www.ijcai.org/proceedings/2021/0041.pdf,data/fulltext/pdf/2021/0040.pdf,../vikus-viewer/data/fulltext/pdf/2021/0040.pdf
None,2021,0041,Fairness in Long-Term Participatory Budgeting,"Martin Lackner, Jan Maly, Simon Rey",abstract comes here,https://www.ijcai.org/proceedings/2021/0042.pdf,data/fulltext/pdf/2021/0041.pdf,../vikus-viewer/data/fulltext/pdf/2021/0041.pdf
None,2021,0042,Strategyproof Randomized Social Choice for Restricted Sets of Utility Functions,Patrick Lederer,abstract comes here,https://www.ijcai.org/proceedings/2021/0043.pdf,data/fulltext/pdf/2021/0042.pdf,../vikus-viewer/data/fulltext/pdf/2021/0042.pdf
None,2021,0043,Budget-feasible Mechanisms for Representing Groups of Agents Proportionally,"Xiang Liu, Hau Chan, Minming Li, Weiwei Wu",abstract comes here,https://www.ijcai.org/proceedings/2021/0044.pdf,data/fulltext/pdf/2021/0043.pdf,../vikus-viewer/data/fulltext/pdf/2021/0043.pdf
None,2021,0044,Improving Welfare in One-Sided Matchings using Simple Threshold Queries,"Thomas Ma, Vijay Menon, Kate Larson",abstract comes here,https://www.ijcai.org/proceedings/2021/0045.pdf,data/fulltext/pdf/2021/0044.pdf,../vikus-viewer/data/fulltext/pdf/2021/0044.pdf
None,2021,0045,Generalized Kings and Single-Elimination Winners in Random Tournaments,"Pasin Manurangsi, Warut Suksompong",abstract comes here,https://www.ijcai.org/proceedings/2021/0046.pdf,data/fulltext/pdf/2021/0045.pdf,../vikus-viewer/data/fulltext/pdf/2021/0045.pdf
None,2021,0046,Almost Envy-Freeness for Groups: Improved Bounds via Discrepancy Theory,"Pasin Manurangsi, Warut Suksompong",abstract comes here,https://www.ijcai.org/proceedings/2021/0047.pdf,data/fulltext/pdf/2021/0046.pdf,../vikus-viewer/data/fulltext/pdf/2021/0046.pdf
None,2021,0047,Winner Determination and Strategic Control in Conditional Approval Voting,"Evangelos Markakis, Georgios Papasotiropoulos",abstract comes here,https://www.ijcai.org/proceedings/2021/0048.pdf,data/fulltext/pdf/2021/0047.pdf,../vikus-viewer/data/fulltext/pdf/2021/0047.pdf
None,2021,0048,Majority Vote in Social Networks: Make Random Friends or Be Stubborn to Overpower Elites,"Charlotte Out, Ahad N. Zehmakan",abstract comes here,https://www.ijcai.org/proceedings/2021/0049.pdf,data/fulltext/pdf/2021/0048.pdf,../vikus-viewer/data/fulltext/pdf/2021/0048.pdf
None,2021,0049,Mean Field Games Flock! The Reinforcement Learning Way,"Sarah Perrin, Mathieu Laurière, Julien Pérolat, Matthieu Geist, Romuald Élie, Olivier Pietquin",abstract comes here,https://www.ijcai.org/proceedings/2021/0050.pdf,data/fulltext/pdf/2021/0049.pdf,../vikus-viewer/data/fulltext/pdf/2021/0049.pdf
None,2021,0050,Data-Driven Methods for Balancing Fairness and Efficiency in Ride-Pooling,"Naveen Raman, Sanket Shah, John Dickerson",abstract comes here,https://www.ijcai.org/proceedings/2021/0051.pdf,data/fulltext/pdf/2021/0050.pdf,../vikus-viewer/data/fulltext/pdf/2021/0050.pdf
None,2021,0051,Shortlisting Rules and Incentives in an End-to-End Model for Participatory Budgeting,"Simon Rey, Ulle Endriss, Ronald de Haan",abstract comes here,https://www.ijcai.org/proceedings/2021/0052.pdf,data/fulltext/pdf/2021/0051.pdf,../vikus-viewer/data/fulltext/pdf/2021/0051.pdf
None,2021,0052,Matchings with Group Fairness Constraints: Online and Offline Algorithms,"Govind S. Sankar, Anand Louis, Meghana Nasre, Prajakta Nimbhorkar",abstract comes here,https://www.ijcai.org/proceedings/2021/0053.pdf,data/fulltext/pdf/2021/0052.pdf,../vikus-viewer/data/fulltext/pdf/2021/0052.pdf
None,2021,0053,Stochastic Market Games,"Kyrill Schmid, Lenz Belzner, Robert Müller, Johannes Tochtermann, Claudia Linnhoff-Popien",abstract comes here,https://www.ijcai.org/proceedings/2021/0054.pdf,data/fulltext/pdf/2021/0053.pdf,../vikus-viewer/data/fulltext/pdf/2021/0053.pdf
None,2021,0054,Tango: Declarative Semantics for Multiagent Communication Protocols,"Munindar P. Singh, Samuel H. Christie V.",abstract comes here,https://www.ijcai.org/proceedings/2021/0055.pdf,data/fulltext/pdf/2021/0054.pdf,../vikus-viewer/data/fulltext/pdf/2021/0054.pdf
None,2021,0055,Vitality Indices are Equivalent to Induced Game-Theoretic Centralities,Oskar Skibski,abstract comes here,https://www.ijcai.org/proceedings/2021/0056.pdf,data/fulltext/pdf/2021/0055.pdf,../vikus-viewer/data/fulltext/pdf/2021/0055.pdf
None,2021,0056,Game-theoretic Analysis of Effort Allocation of Contributors to Public Projects,"Jared Soundy, Chenhao Wang, Clay Stevens, Hau Chan",abstract comes here,https://www.ijcai.org/proceedings/2021/0057.pdf,data/fulltext/pdf/2021/0056.pdf,../vikus-viewer/data/fulltext/pdf/2021/0056.pdf
None,2021,0057,New Algorithms for Japanese Residency Matching,"Zhaohong Sun, Taiki Todo, Makoto Yokoo",abstract comes here,https://www.ijcai.org/proceedings/2021/0058.pdf,data/fulltext/pdf/2021/0057.pdf,../vikus-viewer/data/fulltext/pdf/2021/0057.pdf
None,2021,0058,Fair Pairwise Exchange among Groups,"Zhaohong Sun, Taiki Todo, Toby Walsh",abstract comes here,https://www.ijcai.org/proceedings/2021/0059.pdf,data/fulltext/pdf/2021/0058.pdf,../vikus-viewer/data/fulltext/pdf/2021/0058.pdf
None,2021,0059,Reducing Bus Bunching with Asynchronous Multi-Agent Reinforcement Learning,"Jiawei Wang, Lijun Sun",abstract comes here,https://www.ijcai.org/proceedings/2021/0060.pdf,data/fulltext/pdf/2021/0059.pdf,../vikus-viewer/data/fulltext/pdf/2021/0059.pdf
None,2021,0060,Emergent Prosociality in Multi-Agent Games Through Gifting,"Woodrow Z. Wang, Mark Beliaev, Erdem Bıyık, Daniel A. Lazar, Ramtin Pedarsani, Dorsa Sadigh",abstract comes here,https://www.ijcai.org/proceedings/2021/0061.pdf,data/fulltext/pdf/2021/0060.pdf,../vikus-viewer/data/fulltext/pdf/2021/0060.pdf
None,2021,0061,An Axiom System for Feedback Centralities,"Tomasz Wąs, Oskar Skibski",abstract comes here,https://www.ijcai.org/proceedings/2021/0062.pdf,data/fulltext/pdf/2021/0061.pdf,../vikus-viewer/data/fulltext/pdf/2021/0061.pdf
None,2021,0062,Manipulation of k-Coalitional Games on Social Networks,"Naftali Waxman, Sarit Kraus, Noam Hazon",abstract comes here,https://www.ijcai.org/proceedings/2021/0063.pdf,data/fulltext/pdf/2021/0062.pdf,../vikus-viewer/data/fulltext/pdf/2021/0062.pdf
None,2021,0063,State-Aware Value Function Approximation with Attention Mechanism for Restless Multi-armed Bandits,"Shuang Wu, Jingyu Zhao, Guangjian Tian, Jun Wang",abstract comes here,https://www.ijcai.org/proceedings/2021/0064.pdf,data/fulltext/pdf/2021/0063.pdf,../vikus-viewer/data/fulltext/pdf/2021/0063.pdf
None,2021,0064,Budget-feasible Maximum Nash Social Welfare is Almost Envy-free,"Xiaowei Wu, Bo Li, Jiarui Gan",abstract comes here,https://www.ijcai.org/proceedings/2021/0065.pdf,data/fulltext/pdf/2021/0064.pdf,../vikus-viewer/data/fulltext/pdf/2021/0064.pdf
None,2021,0065,Learning with Generated Teammates to Achieve Type-Free Ad-Hoc Teamwork,"Dong Xing, Qianhui Liu, Qian Zheng, Gang Pan",abstract comes here,https://www.ijcai.org/proceedings/2021/0066.pdf,data/fulltext/pdf/2021/0065.pdf,../vikus-viewer/data/fulltext/pdf/2021/0065.pdf
None,2021,0066,H-FL: A Hierarchical Communication-Efficient and Privacy-Protected Architecture for Federated Learning,He Yang,abstract comes here,https://www.ijcai.org/proceedings/2021/0067.pdf,data/fulltext/pdf/2021/0066.pdf,../vikus-viewer/data/fulltext/pdf/2021/0066.pdf
None,2021,0067,Dominant Resource Fairness with Meta-Types,"Steven Yin, Shatian Wang, Lingyi Zhang, Christian Kroer",abstract comes here,https://www.ijcai.org/proceedings/2021/0068.pdf,data/fulltext/pdf/2021/0067.pdf,../vikus-viewer/data/fulltext/pdf/2021/0067.pdf
None,2021,0068,Altruism Design in Networked Public Goods Games,"Sixie Yu, David Kempe, Yevgeniy Vorobeychik",abstract comes here,https://www.ijcai.org/proceedings/2021/0069.pdf,data/fulltext/pdf/2021/0068.pdf,../vikus-viewer/data/fulltext/pdf/2021/0068.pdf
None,2021,0069,MFVFD: A Multi-Agent Q-Learning Approach to Cooperative and Non-Cooperative Tasks,"Tianhao Zhang, Qiwei Ye, Jiang Bian, Guangming Xie, Tie-Yan Liu",abstract comes here,https://www.ijcai.org/proceedings/2021/0070.pdf,data/fulltext/pdf/2021/0069.pdf,../vikus-viewer/data/fulltext/pdf/2021/0069.pdf
None,2021,0070,Data-Efficient Reinforcement Learning for Malaria Control,Lixin Zou,abstract comes here,https://www.ijcai.org/proceedings/2021/0071.pdf,data/fulltext/pdf/2021/0070.pdf,../vikus-viewer/data/fulltext/pdf/2021/0070.pdf
None,2021,0071,Interacting with Explanations through Critiquing,"Diego Antognini, Claudiu Musat, Boi Faltings",abstract comes here,https://www.ijcai.org/proceedings/2021/0072.pdf,data/fulltext/pdf/2021/0071.pdf,../vikus-viewer/data/fulltext/pdf/2021/0071.pdf
None,2021,0072,On Smoother Attributions using Neural Stochastic Differential Equations,"Sumit Jha, Rickard Ewetz, Alvaro Velasquez, Susmit Jha",abstract comes here,https://www.ijcai.org/proceedings/2021/0073.pdf,data/fulltext/pdf/2021/0072.pdf,../vikus-viewer/data/fulltext/pdf/2021/0072.pdf
None,2021,0073,Location Predicts You: Location Prediction via Bi-direction Speculation and Dual-level Association,"Xixi Li, Ruimin Hu, Zheng Wang, Toshihiko Yamasaki",abstract comes here,https://www.ijcai.org/proceedings/2021/0074.pdf,data/fulltext/pdf/2021/0073.pdf,../vikus-viewer/data/fulltext/pdf/2021/0073.pdf
None,2021,0074,Addressing the Long-term Impact of ML Decisions via Policy Regret,"David Lindner, Hoda Heidari, Andreas Krause",abstract comes here,https://www.ijcai.org/proceedings/2021/0075.pdf,data/fulltext/pdf/2021/0074.pdf,../vikus-viewer/data/fulltext/pdf/2021/0074.pdf
None,2021,0075,Multi-Objective Reinforcement Learning for Designing Ethical Environments,"Manel Rodriguez-Soto, Maite Lopez-Sanchez, Juan A. Rodriguez Aguilar",abstract comes here,https://www.ijcai.org/proceedings/2021/0076.pdf,data/fulltext/pdf/2021/0075.pdf,../vikus-viewer/data/fulltext/pdf/2021/0075.pdf
None,2021,0076,Bias Silhouette Analysis: Towards Assessing the Quality of Bias Metrics for Word Embedding Models,"Maximilian Spliethöver, Henning Wachsmuth",abstract comes here,https://www.ijcai.org/proceedings/2021/0077.pdf,data/fulltext/pdf/2021/0076.pdf,../vikus-viewer/data/fulltext/pdf/2021/0076.pdf
None,2021,0077,Decision Making with Differential Privacy under a Fairness Lens,"Cuong Tran, Ferdinando Fioretto, Pascal Van Hentenryck, Zhiyan Yao",abstract comes here,https://www.ijcai.org/proceedings/2021/0078.pdf,data/fulltext/pdf/2021/0077.pdf,../vikus-viewer/data/fulltext/pdf/2021/0077.pdf
None,2021,0078,An Examination of Fairness of AI Models for Deepfake Detection,"Loc Trinh, Yan Liu",abstract comes here,https://www.ijcai.org/proceedings/2021/0079.pdf,data/fulltext/pdf/2021/0078.pdf,../vikus-viewer/data/fulltext/pdf/2021/0078.pdf
None,2021,0079,"Characteristic Examples: High-Robustness, Low-Transferability Fingerprinting of Neural Networks","Siyue Wang, Xiao Wang, Pin-Yu Chen, Pu Zhao, Xue Lin",abstract comes here,https://www.ijcai.org/proceedings/2021/0080.pdf,data/fulltext/pdf/2021/0079.pdf,../vikus-viewer/data/fulltext/pdf/2021/0079.pdf
None,2021,0080,GASP: Gated Attention for Saliency Prediction,"Fares Abawi, Tom Weber, Stefan Wermter",abstract comes here,https://www.ijcai.org/proceedings/2021/0081.pdf,data/fulltext/pdf/2021/0080.pdf,../vikus-viewer/data/fulltext/pdf/2021/0080.pdf
None,2021,0081,Explaining Self-Supervised Image Representations with Visual Probing,"Dominika Basaj, Witold Oleszkiewicz, Igor Sieradzki, Michał Górszczak, Barbara Rychalska, Tomasz Trzcinski, Bartosz Zieliński",abstract comes here,https://www.ijcai.org/proceedings/2021/0082.pdf,data/fulltext/pdf/2021/0081.pdf,../vikus-viewer/data/fulltext/pdf/2021/0081.pdf
None,2021,0082,Themis: A Fair Evaluation Platform for Computer Vision Competitions,"Zinuo Cai, Jianyong Yuan, Yang Hua, Tao Song, Hao Wang, Zhengui Xue, Ningxin Hu, Jonathan Ding, Ruhui Ma, Mohammad Reza Haghighat, Haibing Guan",abstract comes here,https://www.ijcai.org/proceedings/2021/0083.pdf,data/fulltext/pdf/2021/0082.pdf,../vikus-viewer/data/fulltext/pdf/2021/0082.pdf
None,2021,0083,Novelty Detection via Contrastive Learning with Negative Data Augmentation,"Chengwei Chen, Yuan Xie, Shaohui Lin, Ruizhi Qiao, Jian Zhou, Xin Tan, Yi Zhang, Lizhuang Ma",abstract comes here,https://www.ijcai.org/proceedings/2021/0084.pdf,data/fulltext/pdf/2021/0083.pdf,../vikus-viewer/data/fulltext/pdf/2021/0083.pdf
None,2021,0084,Zero-Shot Chinese Character Recognition with Stroke-Level Decomposition,"Jingye Chen, Bin Li, Xiangyang Xue",abstract comes here,https://www.ijcai.org/proceedings/2021/0085.pdf,data/fulltext/pdf/2021/0084.pdf,../vikus-viewer/data/fulltext/pdf/2021/0084.pdf
None,2021,0085,Leveraging Human Attention in Novel Object Captioning,"Xianyu Chen, Ming Jiang, Qi Zhao",abstract comes here,https://www.ijcai.org/proceedings/2021/0086.pdf,data/fulltext/pdf/2021/0085.pdf,../vikus-viewer/data/fulltext/pdf/2021/0085.pdf
None,2021,0086,Boundary Knowledge Translation based Reference Semantic Segmentation,"Lechao Cheng, Zunlei Feng, Xinchao Wang, Ya Jie Liu, Jie Lei, Mingli Song",abstract comes here,https://www.ijcai.org/proceedings/2021/0087.pdf,data/fulltext/pdf/2021/0086.pdf,../vikus-viewer/data/fulltext/pdf/2021/0086.pdf
None,2021,0087,Hierarchical Object-oriented Spatio-Temporal Reasoning for Video Question Answering,"Long Hoang Dang, Thao Minh Le, Vuong Le, Truyen Tran",abstract comes here,https://www.ijcai.org/proceedings/2021/0088.pdf,data/fulltext/pdf/2021/0087.pdf,../vikus-viewer/data/fulltext/pdf/2021/0087.pdf
None,2021,0088,Phonovisual Biases in Language: is the Lexicon Tied to the Visual World?,"Andrea Gregor de Varda, Carlo Strapparava",abstract comes here,https://www.ijcai.org/proceedings/2021/0089.pdf,data/fulltext/pdf/2021/0088.pdf,../vikus-viewer/data/fulltext/pdf/2021/0088.pdf
None,2021,0089,Direction-aware Feature-level Frequency Decomposition for Single Image Deraining,"Sen Deng, Yidan Feng, Mingqiang Wei, Haoran Xie, Yiping Chen, Jonathan Li, Xiao-Ping Zhang, Jing Qin",abstract comes here,https://www.ijcai.org/proceedings/2021/0090.pdf,data/fulltext/pdf/2021/0089.pdf,../vikus-viewer/data/fulltext/pdf/2021/0089.pdf
None,2021,0090,TCIC: Theme Concepts Learning Cross Language and Vision for Image Captioning,"Zhihao Fan, Zhongyu Wei, Siyuan Wang, Ruize Wang, Zejun Li, Haijun Shan, Xuanjing Huang",abstract comes here,https://www.ijcai.org/proceedings/2021/0091.pdf,data/fulltext/pdf/2021/0090.pdf,../vikus-viewer/data/fulltext/pdf/2021/0090.pdf
